Review,Rating,One-word Review,Product Name,Product ID,Sentiment_Score,compound,vader_lexicon_Sentiment,Polarity,TextBlob_Sentiment,predicted_sentiment,recommendation
"Wonderful cameras.. performance is also good..great display..battery backup is average.. great phone if you love photography, watching videos and scrolling social media.. you will get 4 years of Android update and 5 years of security update..great deal overall but not recommended for heavy gamers..",5,Perfect product!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.039, 'neu': 0.769, 'pos': 0.191, 'compound': 0.744}",0.9994971752166748,Positive,0.2833333333333333,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Wonderful cameras.. performance is also good..grea...
Camera performance is way too good And Very impressive result Only one con and it is battery,5,Awesome,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7574}",0.9845283627510071,Positive,0.5666666666666667,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Camera performance is way too good And Very impres...
"Stunning device, excellent display, excellent camera, decent battery ",5,Worth every penny,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.875}",0.9998445510864258,Positive,0.6666666666666666,Positive,POSITIVE,"Highly recommend Samsung Galaxy S21 FE! Users love it for its Stunning device, excellent display, excellent came..."
Just go for it,5,Simply awesome,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.9992473125457764,Neutral,0.0,Neutral,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Just go for it...
Reviewing after using for morethan 4 months .  Phone is very handy to use and camera is fabulous and battery life is decent for moderate usage.,5,Fabulous!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5267}",0.9993501305580139,Positive,0.3366666666666667,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Reviewing after using for morethan 4 months .  Pho...
Don't wait buy this device at great deal in BBD  Everything is working fine Completely satisfied with device   Nd don't worry about battery nd heating issue It is normal .. mine is working absolutely fine After update  Battery easily lasts till mid evening If you are graduant or employee  This is perfect..  Full paisa wasool,5,Mind-blowing purchase,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.9274}",0.9939644932746887,Positive,0.4518518518518518,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Don't wait buy this device at great deal in BBD  E...
"Hello!  I'm a Samsung S21FE owner, and I just wanted to say that I love my phone. It's camera is amazing, and it takes great pictures. But one thing I've noticed is that my battery runs out super quickly.",5,Perfect product!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.9215}",0.9518457651138306,Positive,0.5133333333333334,Positive,NEGATIVE,"Highly recommend Samsung Galaxy S21 FE! Users love it for its Hello!  I'm a Samsung S21FE owner, and I just want..."
"Excellent mobile, display awesome, battery decent ,camera super",5,Just wow!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.9136}",0.9998100399971008,Positive,0.625,Positive,POSITIVE,"Highly recommend Samsung Galaxy S21 FE! Users love it for its Excellent mobile, display awesome, battery decent ..."
Just Awesome camera quality... Got this at a very affordable price.,5,Highly recommended,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.9998502731323242,Positive,0.6,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Just Awesome camera quality... Got this at a very ...
"Pros: flagship like features, camera is good, dosing is good, display   Cons: front camera is good but could have been batter, battery  is good in shaving mode. But in normal mode it's very annoying .  Overall this is a great deal in this price point. Never disappointed.",5,Best in the market!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.065, 'neu': 0.584, 'pos': 0.351, 'compound': 0.9397}",0.9026301503181458,Positive,0.3472222222222222,Positive,POSITIVE,"Highly recommend Samsung Galaxy S21 FE! Users love it for its Pros: flagship like features, camera is good, dosi..."
"Everything in this phone is excellent except battery. Battery performance is very bad. Need to charge twice a day after medium usage. Camera , Display, Performance, design is best.",4,Wonderful,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.106, 'neu': 0.672, 'pos': 0.221, 'compound': 0.6258}",0.9348374605178833,Positive,0.3633333333333334,Positive,NEGATIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Everything in this phone is excellent except batte...
Nice Phone,4,Really Nice,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.9996213912963867,Positive,0.6,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Nice Phone...
"Camera is awesome, but struggle when try to record videos in 60fps. Overall great package.",5,Awesome,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.127, 'neu': 0.518, 'pos': 0.354, 'compound': 0.7391}",0.9994787573814392,Positive,0.6,Positive,POSITIVE,"Highly recommend Samsung Galaxy S21 FE! Users love it for its Camera is awesome, but struggle when try to record..."
"Amazing camera. Great performance. Battery life good but not very impressive, 6 hours of screen time which works for a whole day. Phone is a charm. Green colour is lit. You won't get anything like this in this price range. Can easily beat iPhone 13's camera.",5,Worth every penny,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.117, 'neu': 0.642, 'pos': 0.242, 'compound': 0.719}",0.9974982142448425,Positive,0.306959706959707,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Amazing camera. Great performance. Battery life go...
Awesome ,5,Terrific,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.9998682737350464,Positive,1.0,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Awesome ...
"Design is great even though it have a plastic back but finish is matte and scratch free, aluminium frame, excellent cameras you can rely on, no heating so far. The only cons are battery performance is below average for this price range and I get application error message frequently for half and hour each time I switch off and on the phone even after update.",5,Great product,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.084, 'neu': 0.756, 'pos': 0.16, 'compound': 0.7717}",0.9845600128173828,Positive,0.2314814814814815,Positive,NEGATIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Design is great even though it have a plastic back...
Best phone under this price performance is also good.,5,Just wow!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7964}",0.9993543028831482,Positive,0.85,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Best phone under this price performance is also go...
Good camera,5,Must buy!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.9998517036437988,Positive,0.7,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Good camera...
"Best phone in this price range. Battery is good for a normal user, I'll not recommend it to a hard core gamer. Resolutin and smoothness is🥵. AND THE LAST.... CAMERA IS OUTSTANDING (not better than Apple)",5,Excellent,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.076, 'neu': 0.605, 'pos': 0.319, 'compound': 0.922}",0.9993526339530945,Positive,0.2583333333333333,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Best phone in this price range. Battery is good fo...
Awesome colors,5,Simply awesome,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.9998786449432373,Positive,1.0,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Awesome colors...
"The biggest issue with the device is the battery, drains very quickly, I repeat very quickly.  Camera, display, performance, design, signal reception, speakers everything is good.  But at this price point this is one of the value for money mobiles.  One of the biggest advantage is Samsung is promising 4 years of Android updates, this device will get updates all the way to Android 16.  Overall, I am satisfied with the device apart from battery.",4,Value-for-money,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.93}",0.9882926344871521,Positive,0.3777777777777777,Positive,POSITIVE,"Highly recommend Samsung Galaxy S21 FE! Users love it for its The biggest issue with the device is the battery, ..."
Trust me Its Camera and display is far better than my iphone 13. Amazing Low light photography with so many inbuilt effects. Object removal feature works perfectly. Only weak point is its battery but if you are not a gamer then you can use battery for 24 hours in single charge.. Go for it if you love photography..,5,Perfect product!,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.051, 'neu': 0.731, 'pos': 0.218, 'compound': 0.9081}",0.9993513226509094,Positive,0.2153571428571428,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Trust me Its Camera and display is far better than...
Overall good phone but battery  backup in decent. Camera  is awesome.,4,Wonderful,Samsung Galaxy S21 FE,MOBGSXD7TZZTJQXE,"{'neg': 0.0, 'neu': 0.542, 'pos': 0.458, 'compound': 0.8225}",0.99968421459198,Positive,0.4666666666666667,Positive,POSITIVE,Highly recommend Samsung Galaxy S21 FE! Users love it for its Overall good phone but battery  backup in decent. ...
